province_name,city_name,district_name,school_name,stage,status,lat,long,province_area,total_population,total_education_age_population,has_valid_coord
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SD NEGERI 017 SIMPANG TIGA AURI,SD,N,3.312613,117.579559,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Utara,SDN 051 TARAKAN,SD,N,3.366876,117.577246,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Timur,SD IT MUSLIMAT 1 TARAKAN,SD,S,3.2939,117.595,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SD NEGERI 004 SEBENGKOK,SD,N,3.2964,117.5904,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Timur,SD NEGERI 032 TG. BATU,SD,N,3.2755,117.6522,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Timur,SD NEGERI 012 GUNUNG LINGKAS,SD,N,3.2967,117.5983,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SD NEGERI 026 SEBENGKOK AL,SD,N,3.3083,117.59,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SMP NEGERI 8 TARAKAN,SMP,N,3.3562,117.551,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SMP KRISTEN TUNAS KASIH,SMP,S,3.3303,117.591,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SMAS PATRA DARMA,SMA,S,3.3088,117.6019,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Timur,SD NEGERI 027 Tarakan,SD,N,3.2647,117.6479,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Utara,SD YADITRA INTRACA,SD,S,3.3834,117.534,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SMAS MUHAMMADIYAH TARAKAN,SMA,S,3.3095,117.6018,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Utara,SMP NEGERI 6 TARAKAN,SMP,N,3.41,117.599,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SMKN 2 TARAKAN,SMK,N,3.3394,117.5735,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SMK TERPADU CITRA BANGSA,SMK,S,,,75467,727755.0,245639,False
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SDK FRATER DON BOSCO,SD,S,3.3074,117.57,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Timur,SMP ISLAM TERPADU ULUL ALBAB,SMP,S,,,75467,727755.0,245639,False
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SMAS TUNAS KASIH,SMA,S,3.3303,117.5911,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SD NEGERI 041 PENINGKI PERMAI,SD,N,3.3676,117.557,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SD NEGERI 005 KAMPUNG I,SD,N,3.3211,117.6103,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Timur,SD NEGERI 047 TANJUNG PASIR,SD,N,3.2621,117.6331,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Timur,SD NEGERI 016 PANTAI AMAL,SD,N,3.285,117.654,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SMP NASIONAL PLUS INDO TIONGHOA,SMP,S,,,75467,727755.0,245639,False
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SD NEGERI 020 SEBENGKOK,SD,N,3.3083,117.5901,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SD NEGERI 021 SKIP,SD,N,3.3211,117.6122,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Utara,SMKN 3 TARAKAN,SMK,N,3.4224,117.5482,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SD NURUL ISLAM,SD,S,3.3008,117.5838,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SD NEGERI 030 SEBENGKOK WARU,SD,N,3.3082,117.59,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SD NEGERI 009 SIMPANG TIGA,SD,N,3.3468,117.5757,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Timur,SD AL HILAL,SD,S,3.2823,117.598,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SMKS KESEHATAN KALTARA TARAKAN,SMK,S,3.3161,117.613,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SMKS NUSANTARA TARAKAN,SMK,S,3.2794,117.6534,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Timur,SD NEGERI 007 MAMBURUNGAN,SD,N,3.2621,117.6331,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SMP NEGERI 4 TARAKAN,SMP,N,3.3011227,117.5882288,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Timur,SD NEGERI 023 JEMBATAN BESI,SD,N,3.2888,117.5905,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SMKS PAGUNTAKA TARAKAN,SMK,S,3.3212,117.6122,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SMP NEGERI 7 TARAKAN,SMP,N,3.3166,117.608,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Timur,SD IT ULUL ALBAB,SD,S,3.3016,117.6209,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SD NEGERI 043 JUATA KERIKIL,SD,N,3.377,117.5529,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SMAS MULAWARMAN TARAKAN,SMA,S,3.3479,117.5841,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SD NEGERI 036 KAMPUNG BARU,SD,N,3.3117,117.5901,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Timur,SD NEGERI 045 BINALATUNG,SD,N,3.322368,117.637315,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SD NEGERI 018 KARANG REJO,SD,N,3.3169,117.5889,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SD NEGERI 024 KAMPUNG BUGIS,SD,N,3.3293,117.5826,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SD NEGERI UTAMA I,SD,N,3.3479,117.5841,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Utara,SD NEGERI 048 JUATA LAUT,SD,N,3.4047,117.5499,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SMP NEGERI 2 TARAKAN,SMP,N,3.3072,117.5864,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SD MUHAMMADIYAH I TARAKAN,SD,S,3.3131,117.5841,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Timur,SMP NEGERI 11 TARAKAN,SMP,N,3.2706,117.6314,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Timur,SD NEGERI 031 SIMPANG AMAL,SD,N,3.2621,117.6332,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SD NEGERI 028 SELUMIT PESISIR,SD,N,3.2988,117.5836,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SMAS HANG TUAH TARAKAN,SMA,S,3.3165,117.6081,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Utara,SD KATOLIK ST FRANSISKUS XAVERIUS,SD,S,3.3835,117.5339,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SD NEGERI 014 GUNUNG BELAH,SD,N,3.3075,117.5904,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Utara,SD NEGERI 042 JUATA LAUT,SD,N,3.4079,117.5449,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SD NEGERI 003 SIMPANG TIGA,SD,N,3.3391,117.5589,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SD CITRA BANGSA,SD,S,3.3563,117.5511,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Timur,SD MUHAMMADIYAH 2 TARAKAN,SD,S,3.2902,117.5896,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Utara,SLB NEGERI TARAKAN,SLB,N,3.3671,117.5856,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Timur,SD NEGERI 013 KAMPUNG ENAM,SD,N,3.311,117.6256,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SMAN 1 TARAKAN,SMA,N,3.3069,117.5865,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Timur,SMP NEGERI 10 TARAKAN,SMP,N,3.2869,117.6528,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SD NEGERI UTAMA 2 TARAKAN,SD,N,3.3077,117.6024,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SD AL IRSYAD,SD,S,3.3391,117.5589,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SMP Muhammadiyah Boarding School Tarakan,SMP,S,,,75467,727755.0,245639,False
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Timur,SDS IT IBNU ABBAS TARAKAN,SD,S,3.262766,117.620195,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SMP MUHAMMADIYAH 2,SMP,S,3.3166,117.6082,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SMP MUHAMMADIYAH 1,SMP,S,3.3131,117.584,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Utara,SD NEGERI 033 JUATA LAUT,SD,N,3.3771,117.5528,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Utara,SMAN 3 TARAKAN,SMA,N,3.3778,117.5523,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Timur,SMP NEGERI 5 TARAKAN,SMP,N,3.2945,117.5961,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SD NEGERI 029 JUATA SESANIP,SD,N,3.3561,117.5511,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SD NEGERI 037 GUNUNG PERUSDA,SD,N,3.3148,117.583,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SMP MULAWARMAN,SMP,S,3.3161,117.583,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SMKS MARITIM INDONESIA TARAKAN,SMK,S,3.3506,117.5518,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Utara,SMP NEGERI 9 TARAKAN,SMP,N,3.3769,117.5526,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SD PATRA DHARMA,SD,S,3.3166,117.608,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SD NEGERI 011 KARANG BALIK,SD,N,3.329,117.5926,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Utara,SD NEGERI 049 JUATA LAUT,SD,N,3.4367,117.5611,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Utara,SDN 050 TARAKAN,SD,N,3.375935,117.568506,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SMAS FRATER DON BOSCO,SMA,S,3.3073,117.6061,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Timur,SD NEGERI 008 LINGKAS UJUNG,SD,N,3.2946,117.5962,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Timur,SMAN 2 TARAKAN,SMA,N,3.3379,117.643,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SMKN 1 TARAKAN,SMK,N,3.3182,117.6049,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SD NEGERI 002 SELUMIT PANTAI,SD,N,3.3074,117.57,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SD NEGERI 019 STRAT BUNTU,SD,N,3.3343,117.5563,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SD NEGERI 034 KAMPUNG BUGIS,SD,N,3.3202,117.584,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SMP KUMI,SMP,S,3.3212,117.6121,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SMP NEGERI 12 TARAKAN,SMP,N,3.3266063,117.5551907,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SMP NEGERI 1 TARAKAN,SMP,N,3.3076,117.596,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SD NEGERI 010 SELUMIT,SD,N,3.3131,117.584,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SD NEGERI 035 PAMUSIAN,SD,N,3.3008,117.6016,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Timur,SD NEGERI 015 KAMPUNG ENAM,SD,N,3.3379,117.643,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Timur,SMP NEGERI 3 TARAKAN,SMP,N,3.2813,117.646,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SD INDO TIONGHOA,SD,S,3.348,117.5841,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SD NEGERI 001 SELUMIT,SD,N,3.3132,117.5841,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Barat,SD KRISTEN TUNAS KASIH,SD,S,3.3303,117.5911,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Timur,SD NEGERI 006 KAMPUNG EMPAT,SD,N,3.2813,117.646,75467,727755.0,245639,True
KALIMANTAN UTARA,Kota Tarakan,Kec. Tarakan Tengah,SMPK. FRATER DON BOSCO,SMP,S,3.308,117.6061,75467,727755.0,245639,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Sajingan Besar,SDN 14 TRANSMIGRASI SEBUNGA,SD,N,1.605609,109.533546,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Teluk Keramat,SDN 16 SEKURA,SD,N,1.4461,109.2002,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Teluk Keramat,SDN 22 MENGKUDU,SD,N,1.4935,109.1093,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Selakau,SMAN 1 SELAKAU,SMA,N,1.0422,108.9735,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Tebas,SDS PROTESTAN TEBAS,SD,S,1.2324,109.1488,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Teluk Keramat,SDN 25 SEKABAU,SD,N,1.4942,109.2579,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Jawai Selatan,SDN 16 SUNGAI DUNGUN,SD,N,1.2308,109.0619,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Jawai Selatan,SDN 08 SEMPERIUK B,SD,N,1.2284,109.073,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Sambas,SMP NEGERI 8 SAMBAS,SMP,N,1.30934,109.305201,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Sambas,SDN 09 LUMBANG,SD,N,1.3342,109.2923,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Sejangkung,SDN 18 KAWAKAN,SD,N,1.4072,109.3182,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Selakau Timur,SMP NEGERI 2 SELAKAU TIMUR,SMP,N,1.0519,109.1108,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Tangaran,SDN 10 MERABUAN,SD,N,1.5576,109.1908,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Tebas,SDN 39 SEJIRAM,SD,N,1.2233,109.1675,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Semparuk,SMKN 1 SEMPARUK,SMK,N,1.1878,109.0918,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Subah,SDN 20 SUNGAI TIBARAU,SD,N,1.192486,109.354182,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Selakau,SDS KARUNIA,SD,S,1.0543,108.9734,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Jawai,SDN 05 SARANG BURUNG USRAT,SD,N,1.4054,109.0766,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Pemangkat,SD SENTOSA PEMANGKAT,SD,S,1.1721,108.9927,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Subah,SDN 02 ELOK ASAM,SD,N,1.1661,109.4801,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Subah,SDN 05 SABUNG SANGGAU,SD,N,1.0409,109.0336,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Subah,SDN 01 SUBAH,SD,N,1.1565,109.402,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Pemangkat,SMP EBEN HAEZER PEMANGKAT,SMP,S,1.2819,109.4638,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Paloh,SDN 09 DANAU PERADAH,SD,N,1.602,109.2187,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Tebas,SDN 29 TUMPAK PERAPAKAN,SD,N,1.2033,109.1469,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Tebas,SD GERPEMI TEBAS,SD,S,1.2266,109.1415,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Salatiga,SDN 10 TANJUNG GUNUNG,SD,N,1.0954,108.9427,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Sajingan Besar,SDN 10 BATU HITAM,SD,N,1.6839,109.5945,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Tebas,SMP SWASTA AL-AMIN TEBAS,SMP,S,1.0840793,109.2489228,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Pemangkat,SDN 15 JELUTUNG,SD,N,1.154144,109.000218,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Sajad,SMAN 1 SAJAD,SMA,N,1.4025,109.3741,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Subah,SDN 11 SATAI B,SD,N,1.0814,109.0748,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Selakau,SDN 18 SUNGAI RUSA,SD,N,1.0272,108.9971,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Tekarang,SDN 10 SEGARAU SUNGAI,SD,N,1.262,109.1179,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Tebas,SDS PERINTIS,SD,S,1.2022,109.1243,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Selakau,SMPN 4 SELAKAU,SMP,N,1.0754,109.0387,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Selakau,SMP ISLAM TERPADU SHALAHUDDIN AL AYYUBY,SMP,S,1.075785,109.040189,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Teluk Keramat,SDN 19 PEDADA,SD,N,1.5,109.2241,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Jawai,SDN 10 PARIT SETIA,SD,N,1.3628,109.068,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Jawai Selatan,SDN 15 SEMPERIUK B,SD,N,1.224,109.051,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Teluk Keramat,SDN 17 PIMPINAN PARIT,SD,N,1.5602,109.2234,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Tekarang,SDN 01 MATANG KUANG,SD,N,1.2858,109.0845,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Galing,SDN 02 GALING,SD,N,1.5042,109.357,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Sambas,SMAN 1 SAMBAS,SMA,N,1.369038,109.309656,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Paloh,SDN 16 TEMAJUK,SD,N,1.9962,109.5943,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Tebas,SDN 24 SUNGAI KELAMBU,SD,N,1.1743,109.1295,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Selakau,SDN 12 BENTUNAI,SD,N,1.0834,109.0321,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Sebawi,SD NEGERI 11 SEKENANG,SD,N,1.2924,109.1883,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Pemangkat,SDN 24 TEBING BULUH,SD,N,1.1406,108.9939,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Galing,SDN 19 SEMANAS,SD,N,1.6352,109.3152,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Sebawi,SD NEGERI 08 RANTAU PANJANG,SD,N,1.2948,109.2378,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Sajingan Besar,SMPN 3 SAJINGAN BESAR,SMP,N,1.590216,109.679386,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Pemangkat,SMKS FILADELFIA PEMANGKAT,SMK,S,1.1498,108.9677,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Salatiga,SMP NEGERI 4 SATU ATAP SALATIGA,SMP,N,1.1233,109.0304,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Subah,SDN 04 KARANGAN,SD,N,1.1751,109.3883,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Sejangkung,SDN 17 SATAI,SD,N,1.2977,109.5491,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Pemangkat,SMP NEGERI 3 PEMANGKAT,SMP,N,1.14871,108.98738,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Pemangkat,SDN 11 PEMANGKAT,SD,N,1.1678,109.0195,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Jawai Selatan,SDN 19 SARILABA B,SD,N,1.2251,109.0567,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Sebawi,SD NEGERI 06 SEBAWI B.,SD,N,1.2943,109.2026,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Selakau,SDN 13 PANGKALAN BEMBAN,SD,N,1.0486,108.9984,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Tebas,SMP NEGERI 5 SATU ATAP TEBAS,SMP,N,1.1539,109.2676,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Sambas,SDN 20 KAMPUNG LORONG,SD,N,1.3714,109.2877,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Tebas,SDN 50 SUKA DAMAI,SD,N,1.119005,109.165634,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Sejangkung,SMP NEGERI 3 SATU ATAP SEJANGKUNG,SMP,N,1.4056,109.474,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Sejangkung,SDN 24 ANI SENABAH,SD,N,1.3516,109.5099,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Tebas,SDN 27 TEBAS SUNGAI,SD,N,1.2059,109.1615,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Salatiga,SDN 03 SERUNAI,SD,N,1.117,109.0619,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Jawai Selatan,SDN 04 RAMAYADI,SD,N,1.2708,108.9937,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Paloh,SMPN 6 SATAP PALOH,SMP,N,1.888,109.469,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Sajingan Besar,SDN 07 SASAK,SD,N,1.5932,109.4314,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Teluk Keramat,SDN 42 SANGE BINDANG,SD,N,1.4402,109.2604,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Sambas,Kec. Teluk Keramat,SDN 41 SENGAWANG SENTUL,SD,N,1.3307,109.1693,147307,5541376.0,1880198,True
