date,city,province,latitude,longitude,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,windspeed_10m_max,windgusts_10m_max,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,et0_fao_evapotranspiration,vapor_pressure_deficit_max,shortwave_radiation_sum,sunshine_hours,is_dry_day,high_fire_danger,month,year,season
2026-04-07,Singkawang,Kalimantan Barat,0.9023,108.9861,31.9,23.7,27.5,0.7,0.7,13.3,30.2,79,96,59,4.83,1.91,22.34,11.03,1,0,4,2026,Wet Season (Nov-May)
2026-04-08,Singkawang,Kalimantan Barat,0.9023,108.9861,31.7,24.5,27.3,5.4,5.4,13.3,30.2,79,95,56,4.75,2.05,22.99,10.6,0,0,4,2026,Wet Season (Nov-May)
2026-04-09,Singkawang,Kalimantan Barat,0.9023,108.9861,31.8,23.8,27.4,0.5,0.5,12.8,31.3,79,94,60,5.03,1.87,24.41,11.32,1,0,4,2026,Wet Season (Nov-May)
2026-04-10,Singkawang,Kalimantan Barat,0.9023,108.9861,31.0,24.3,26.9,18.0,18.0,15.4,36.4,82,94,67,3.62,1.46,17.8,9.2,0,0,4,2026,Wet Season (Nov-May)
2026-04-11,Singkawang,Kalimantan Barat,0.9023,108.9861,31.5,23.7,27.3,0.0,0.0,11.8,27.4,81,95,63,5.06,1.7,24.48,11.72,1,0,4,2026,Wet Season (Nov-May)
2026-04-12,Singkawang,Kalimantan Barat,0.9023,108.9861,31.7,24.2,27.2,2.0,2.0,14.1,31.0,83,95,64,4.27,1.61,20.33,8.89,0,0,4,2026,Wet Season (Nov-May)
2026-04-13,Singkawang,Kalimantan Barat,0.9023,108.9861,32.7,24.8,28.0,0.0,0.0,11.3,24.8,82,96,55,4.63,2.21,21.79,11.46,1,0,4,2026,Wet Season (Nov-May)
2026-04-14,Singkawang,Kalimantan Barat,0.9023,108.9861,31.0,23.8,26.7,20.9,20.9,11.4,27.4,88,99,70,3.88,1.34,19.0,8.55,0,0,4,2026,Wet Season (Nov-May)
2026-04-15,Singkawang,Kalimantan Barat,0.9023,108.9861,28.5,23.8,25.8,7.0,7.0,14.9,34.6,90,97,78,2.9,0.84,14.99,8.77,0,0,4,2026,Wet Season (Nov-May)
2026-04-16,Singkawang,Kalimantan Barat,0.9023,108.9861,31.8,24.4,27.2,6.5,6.5,13.1,29.5,83,95,64,4.45,1.69,21.23,10.4,0,0,4,2026,Wet Season (Nov-May)
2026-04-17,Singkawang,Kalimantan Barat,0.9023,108.9861,31.9,23.7,27.3,2.1,2.1,12.5,30.6,83,96,63,4.83,1.74,23.44,11.15,0,0,4,2026,Wet Season (Nov-May)
2026-04-18,Singkawang,Kalimantan Barat,0.9023,108.9861,32.0,24.6,27.5,0.8,0.8,15.5,33.5,82,93,62,4.89,1.78,23.3,11.35,1,0,4,2026,Wet Season (Nov-May)
2026-04-19,Singkawang,Kalimantan Barat,0.9023,108.9861,31.6,24.0,27.4,1.3,1.3,10.3,26.3,81,96,57,4.95,1.99,23.77,11.61,1,0,4,2026,Wet Season (Nov-May)
2026-04-20,Singkawang,Kalimantan Barat,0.9023,108.9861,32.1,24.2,27.2,2.6,2.6,8.9,29.9,82,94,59,4.69,1.95,22.74,11.73,0,0,4,2026,Wet Season (Nov-May)
2026-04-21,Singkawang,Kalimantan Barat,0.9023,108.9861,30.9,24.0,26.8,2.6,2.6,13.6,30.2,85,96,68,4.54,1.43,22.42,11.73,0,0,4,2026,Wet Season (Nov-May)
2026-04-22,Singkawang,Kalimantan Barat,0.9023,108.9861,32.1,23.8,27.0,1.4,1.4,11.1,28.1,84,96,60,4.44,1.9,21.22,9.42,1,0,4,2026,Wet Season (Nov-May)
2026-04-23,Singkawang,Kalimantan Barat,0.9023,108.9861,32.2,24.4,27.4,5.5,5.5,10.3,27.4,84,95,61,4.46,1.87,21.52,10.0,0,0,4,2026,Wet Season (Nov-May)
2026-04-24,Singkawang,Kalimantan Barat,0.9023,108.9861,31.5,24.4,27.7,0.6,0.6,11.8,27.7,84,96,68,4.17,1.49,20.02,10.49,1,0,4,2026,Wet Season (Nov-May)
2026-04-25,Singkawang,Kalimantan Barat,0.9023,108.9861,29.2,23.5,25.7,16.7,16.7,10.0,24.1,93,99,79,2.41,0.85,11.92,4.06,0,0,4,2026,Wet Season (Nov-May)
2026-04-26,Singkawang,Kalimantan Barat,0.9023,108.9861,30.7,23.9,26.4,9.5,9.5,10.4,30.2,90,99,73,3.59,1.19,18.01,6.85,0,0,4,2026,Wet Season (Nov-May)
2026-04-27,Singkawang,Kalimantan Barat,0.9023,108.9861,30.6,23.8,26.6,12.6,12.6,9.6,26.3,89,98,68,3.94,1.36,19.42,10.92,0,0,4,2026,Wet Season (Nov-May)
2026-04-28,Singkawang,Kalimantan Barat,0.9023,108.9861,31.3,23.9,26.5,5.1,5.1,9.6,23.8,88,98,64,3.95,1.64,19.57,8.75,0,0,4,2026,Wet Season (Nov-May)
2026-04-29,Singkawang,Kalimantan Barat,0.9023,108.9861,31.3,24.1,27.2,1.6,1.6,10.9,25.6,85,96,64,4.35,1.64,21.1,10.15,1,0,4,2026,Wet Season (Nov-May)
2026-04-30,Singkawang,Kalimantan Barat,0.9023,108.9861,30.2,24.5,26.8,0.6,0.6,9.5,27.4,87,95,75,3.87,1.09,19.21,10.68,1,0,4,2026,Wet Season (Nov-May)
2026-05-01,Singkawang,Kalimantan Barat,0.9023,108.9861,31.4,24.1,26.7,27.6,27.6,11.6,22.3,89,99,69,4.17,1.4,20.55,9.0,0,0,5,2026,Wet Season (Nov-May)
2026-05-02,Singkawang,Kalimantan Barat,0.9023,108.9861,30.7,23.2,26.7,12.2,12.2,9.9,21.6,86,100,64,4.18,1.56,20.54,10.99,0,0,5,2026,Wet Season (Nov-May)
2026-05-03,Singkawang,Kalimantan Barat,0.9023,108.9861,31.3,24.3,27.2,13.9,13.9,9.9,25.6,86,97,67,4.07,1.51,20.01,9.0,0,0,5,2026,Wet Season (Nov-May)
2026-05-04,Singkawang,Kalimantan Barat,0.9023,108.9861,29.8,23.8,26.7,11.0,11.0,10.3,21.6,87,98,74,3.04,1.04,14.6,6.29,0,0,5,2026,Wet Season (Nov-May)
2026-05-05,Singkawang,Kalimantan Barat,0.9023,108.9861,31.9,24.5,27.7,9.4,9.4,14.3,33.8,80,97,61,4.8,1.85,22.8,10.58,0,0,5,2026,Wet Season (Nov-May)
2026-05-06,Singkawang,Kalimantan Barat,0.9023,108.9861,31.8,24.3,27.3,14.8,14.8,10.8,24.1,87,98,66,4.29,1.55,20.84,8.76,0,0,5,2026,Wet Season (Nov-May)
2026-05-07,Singkawang,Kalimantan Barat,0.9023,108.9861,30.5,24.1,26.7,10.5,10.5,10.4,21.6,87,98,65,3.49,1.52,16.81,7.27,0,0,5,2026,Wet Season (Nov-May)
2026-05-08,Singkawang,Kalimantan Barat,0.9023,108.9861,29.5,24.2,26.7,22.3,22.3,8.8,23.0,86,97,72,3.05,1.14,14.7,8.59,0,0,5,2026,Wet Season (Nov-May)
2026-05-09,Singkawang,Kalimantan Barat,0.9023,108.9861,29.3,24.2,26.2,41.2,41.2,14.6,33.1,90,99,73,2.3,1.06,10.78,4.05,0,0,5,2026,Wet Season (Nov-May)
2026-05-10,Singkawang,Kalimantan Barat,0.9023,108.9861,31.1,25.2,27.7,0.7,0.7,9.4,23.0,81,95,61,4.49,1.76,21.63,10.01,1,0,5,2026,Wet Season (Nov-May)
2026-05-11,Singkawang,Kalimantan Barat,0.9023,108.9861,31.2,25.2,27.9,0.3,0.3,12.7,29.2,81,94,63,4.38,1.67,20.57,11.32,1,0,5,2026,Wet Season (Nov-May)
2026-05-12,Singkawang,Kalimantan Barat,0.9023,108.9861,31.3,24.8,27.4,10.4,10.4,9.3,22.0,86,98,65,4.14,1.53,20.04,10.31,0,0,5,2026,Wet Season (Nov-May)
2026-05-13,Singkawang,Kalimantan Barat,0.9023,108.9861,31.5,24.0,27.1,3.7,3.7,9.7,23.4,87,99,65,3.91,1.62,18.9,8.4,0,0,5,2026,Wet Season (Nov-May)
2026-05-14,Singkawang,Kalimantan Barat,0.9023,108.9861,30.2,24.3,26.9,9.2,9.2,9.6,27.0,87,100,68,3.68,1.37,18.01,9.59,0,0,5,2026,Wet Season (Nov-May)
2026-05-15,Singkawang,Kalimantan Barat,0.9023,108.9861,30.0,24.6,26.5,13.6,13.6,17.3,34.9,91,99,68,3.34,1.33,16.94,9.0,0,0,5,2026,Wet Season (Nov-May)
2026-05-16,Singkawang,Kalimantan Barat,0.9023,108.9861,28.4,24.8,26.2,17.4,17.4,15.6,33.1,90,96,77,2.72,0.89,13.76,6.46,0,0,5,2026,Wet Season (Nov-May)
2026-05-17,Singkawang,Kalimantan Barat,0.9023,108.9861,29.7,24.4,26.5,9.6,9.6,11.1,23.0,87,96,71,2.82,1.2,13.92,7.23,0,0,5,2026,Wet Season (Nov-May)
2026-05-18,Singkawang,Kalimantan Barat,0.9023,108.9861,30.1,24.1,26.8,1.6,1.6,10.9,27.7,85,96,70,3.87,1.28,19.37,10.22,1,0,5,2026,Wet Season (Nov-May)
2026-05-19,Singkawang,Kalimantan Barat,0.9023,108.9861,32.9,24.4,28.0,0.1,0.1,11.6,27.4,78,95,57,5.02,2.15,23.12,11.7,1,0,5,2026,Wet Season (Nov-May)
2026-05-20,Singkawang,Kalimantan Barat,0.9023,108.9861,33.4,24.8,28.6,0.1,0.1,10.8,24.1,74,87,54,5.15,2.35,23.43,11.53,1,0,5,2026,Wet Season (Nov-May)
2026-05-21,Singkawang,Kalimantan Barat,0.9023,108.9861,31.9,25.3,27.8,5.6,5.6,11.6,27.4,84,98,64,4.26,1.68,20.67,10.54,0,0,5,2026,Wet Season (Nov-May)
2026-05-22,Singkawang,Kalimantan Barat,0.9023,108.9861,29.1,24.2,26.0,16.0,16.0,7.4,23.0,94,99,80,2.71,0.8,13.54,5.31,0,0,5,2026,Wet Season (Nov-May)
2026-05-23,Singkawang,Kalimantan Barat,0.9023,108.9861,31.6,23.7,27.2,0.1,0.1,11.0,24.8,79,98,58,4.41,1.94,20.81,10.31,1,0,5,2026,Wet Season (Nov-May)
2026-05-24,Singkawang,Kalimantan Barat,0.9023,108.9861,30.1,25.2,27.4,6.9,6.9,11.1,26.6,81,95,65,3.61,1.47,17.12,9.97,0,0,5,2026,Wet Season (Nov-May)
2026-05-25,Singkawang,Kalimantan Barat,0.9023,108.9861,27.9,23.9,25.8,20.0,20.0,12.9,29.5,90,97,78,2.4,0.8,12.03,6.38,0,0,5,2026,Wet Season (Nov-May)
2026-05-26,Singkawang,Kalimantan Barat,0.9023,108.9861,31.6,23.8,27.1,1.8,1.8,12.6,28.4,83,96,62,4.44,1.72,21.03,10.61,1,0,5,2026,Wet Season (Nov-May)
2026-05-27,Singkawang,Kalimantan Barat,0.9023,108.9861,31.8,24.1,27.5,0.0,0.0,14.2,31.3,80,94,60,4.39,1.88,20.54,11.47,1,0,5,2026,Wet Season (Nov-May)
2026-05-28,Singkawang,Kalimantan Barat,0.9023,108.9861,31.6,24.7,27.8,0.3,0.3,16.5,35.3,79,92,62,4.84,1.79,22.84,11.71,1,0,5,2026,Wet Season (Nov-May)
2026-05-29,Singkawang,Kalimantan Barat,0.9023,108.9861,31.5,24.4,27.7,0.4,0.4,18.4,37.8,77,90,62,4.83,1.76,22.27,11.26,1,0,5,2026,Wet Season (Nov-May)
2026-05-30,Singkawang,Kalimantan Barat,0.9023,108.9861,30.8,24.7,27.1,1.7,1.7,10.8,22.3,81,96,63,3.97,1.66,18.51,9.86,1,0,5,2026,Wet Season (Nov-May)
2026-05-31,Singkawang,Kalimantan Barat,0.9023,108.9861,32.2,24.3,28.0,0.4,0.4,13.2,28.1,77,90,58,4.84,1.99,22.19,11.6,1,0,5,2026,Wet Season (Nov-May)
2024-08-01,Sintang,Kalimantan Barat,0.0639,111.4732,32.2,23.7,26.6,12.2,12.2,9.4,24.5,88,100,59,3.94,1.95,18.98,10.16,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-02,Sintang,Kalimantan Barat,0.0639,111.4732,26.9,22.7,24.2,23.5,23.5,6.9,16.9,96,100,81,1.65,0.66,8.1,1.5,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-03,Sintang,Kalimantan Barat,0.0639,111.4732,30.4,22.4,25.7,0.4,0.4,7.7,15.1,88,99,68,3.26,1.4,15.7,7.14,1,0,8,2024,Dry Season (Jun-Oct)
2024-08-04,Sintang,Kalimantan Barat,0.0639,111.4732,31.8,23.6,27.3,0.1,0.1,10.2,25.9,80,96,58,4.56,1.98,21.48,11.2,1,0,8,2024,Dry Season (Jun-Oct)
2024-08-05,Sintang,Kalimantan Barat,0.0639,111.4732,30.7,24.2,26.8,0.2,0.2,12.0,22.3,79,95,59,3.85,1.79,17.94,10.01,1,0,8,2024,Dry Season (Jun-Oct)
2024-08-06,Sintang,Kalimantan Barat,0.0639,111.4732,29.7,23.8,26.0,1.5,1.5,12.0,22.0,88,98,69,2.83,1.29,13.62,5.46,1,0,8,2024,Dry Season (Jun-Oct)
2024-08-07,Sintang,Kalimantan Barat,0.0639,111.4732,27.8,23.1,24.6,19.0,19.0,7.6,26.3,96,100,77,2.23,0.85,11.04,3.24,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-08,Sintang,Kalimantan Barat,0.0639,111.4732,30.5,22.5,25.6,3.2,3.2,8.1,19.8,90,99,66,3.22,1.47,15.91,8.31,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-09,Sintang,Kalimantan Barat,0.0639,111.4732,30.4,23.6,26.3,8.9,8.9,7.8,23.4,89,96,69,3.43,1.36,16.81,8.07,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-10,Sintang,Kalimantan Barat,0.0639,111.4732,31.5,24.2,27.4,1.4,1.4,9.2,22.3,82,97,61,4.27,1.79,19.94,11.07,1,0,8,2024,Dry Season (Jun-Oct)
2024-08-11,Sintang,Kalimantan Barat,0.0639,111.4732,31.6,23.9,26.0,19.9,19.9,9.8,25.2,90,100,63,3.64,1.7,17.67,8.67,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-12,Sintang,Kalimantan Barat,0.0639,111.4732,30.6,23.4,25.9,3.9,3.9,9.0,24.8,89,100,66,3.51,1.44,17.26,8.0,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-13,Sintang,Kalimantan Barat,0.0639,111.4732,30.9,23.8,26.7,5.7,5.7,10.8,20.9,86,98,66,3.58,1.51,17.15,8.66,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-14,Sintang,Kalimantan Barat,0.0639,111.4732,29.7,23.3,25.9,17.5,17.5,10.0,27.4,91,100,75,3.06,1.05,15.17,8.48,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-15,Sintang,Kalimantan Barat,0.0639,111.4732,30.2,23.7,25.9,6.4,6.4,6.3,22.3,93,100,71,3.18,1.22,15.69,7.23,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-16,Sintang,Kalimantan Barat,0.0639,111.4732,28.2,23.8,25.5,22.3,22.3,9.2,22.7,94,100,79,2.92,0.81,14.72,7.89,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-17,Sintang,Kalimantan Barat,0.0639,111.4732,31.1,23.4,26.1,4.7,4.7,7.9,22.0,91,100,67,3.6,1.49,17.94,10.0,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-18,Sintang,Kalimantan Barat,0.0639,111.4732,30.9,23.3,26.1,6.8,6.8,9.7,20.9,90,100,68,3.76,1.44,18.42,9.33,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-19,Sintang,Kalimantan Barat,0.0639,111.4732,31.0,23.6,25.9,11.6,11.6,10.2,22.7,91,100,66,3.5,1.54,17.18,8.23,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-20,Sintang,Kalimantan Barat,0.0639,111.4732,30.9,23.2,25.8,5.8,5.8,7.3,18.7,90,100,65,3.44,1.57,16.61,7.06,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-21,Sintang,Kalimantan Barat,0.0639,111.4732,28.2,23.5,25.1,40.7,40.7,6.2,19.1,94,100,77,2.59,0.88,12.78,5.82,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-22,Sintang,Kalimantan Barat,0.0639,111.4732,29.1,23.0,25.1,7.0,7.0,7.2,18.7,90,100,69,2.38,1.26,11.31,2.86,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-23,Sintang,Kalimantan Barat,0.0639,111.4732,30.6,21.4,25.0,10.0,10.0,12.2,23.8,87,100,63,3.62,1.63,17.42,7.79,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-24,Sintang,Kalimantan Barat,0.0639,111.4732,29.4,23.0,24.8,41.7,41.7,10.1,26.3,93,100,71,3.01,1.17,15.08,6.97,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-25,Sintang,Kalimantan Barat,0.0639,111.4732,29.9,23.1,25.3,25.1,25.1,6.2,18.7,92,100,70,3.29,1.26,16.29,7.2,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-26,Sintang,Kalimantan Barat,0.0639,111.4732,31.2,23.0,26.0,33.5,33.5,10.8,22.3,90,100,64,3.82,1.62,18.68,8.25,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-27,Sintang,Kalimantan Barat,0.0639,111.4732,30.4,23.0,25.5,14.4,14.4,8.0,23.0,91,100,70,3.42,1.27,16.83,7.14,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-28,Sintang,Kalimantan Barat,0.0639,111.4732,29.2,23.1,24.7,32.5,32.5,6.8,20.9,95,100,75,2.71,1.01,13.57,4.15,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-29,Sintang,Kalimantan Barat,0.0639,111.4732,29.5,22.8,25.5,16.9,16.9,7.8,20.5,90,100,70,2.83,1.25,14.04,7.76,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-30,Sintang,Kalimantan Barat,0.0639,111.4732,30.3,23.0,26.3,0.8,0.8,7.1,20.2,86,99,65,3.51,1.52,17.19,10.1,1,0,8,2024,Dry Season (Jun-Oct)
2024-08-31,Sintang,Kalimantan Barat,0.0639,111.4732,32.7,23.5,27.0,10.8,10.8,8.3,32.0,84,100,60,4.51,1.97,21.58,11.0,0,0,8,2024,Dry Season (Jun-Oct)
2024-09-01,Sintang,Kalimantan Barat,0.0639,111.4732,30.2,23.5,26.4,0.9,0.9,8.6,19.1,87,100,68,2.89,1.38,13.73,5.36,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-02,Sintang,Kalimantan Barat,0.0639,111.4732,32.5,22.8,27.4,0.3,0.3,10.3,25.9,85,97,61,4.25,1.88,20.15,10.54,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-03,Sintang,Kalimantan Barat,0.0639,111.4732,33.0,25.0,28.0,0.1,0.1,13.9,29.2,79,93,57,4.82,2.16,21.75,11.0,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-04,Sintang,Kalimantan Barat,0.0639,111.4732,29.8,24.2,26.5,0.8,0.8,7.2,16.2,85,97,69,2.88,1.28,13.44,6.64,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-05,Sintang,Kalimantan Barat,0.0639,111.4732,30.3,24.0,26.6,0.3,0.3,10.9,24.5,82,95,64,3.42,1.53,15.43,8.02,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-06,Sintang,Kalimantan Barat,0.0639,111.4732,32.3,24.0,27.8,0.1,0.1,10.2,23.8,77,89,59,4.58,1.97,20.46,11.0,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-07,Sintang,Kalimantan Barat,0.0639,111.4732,33.3,24.3,28.2,21.7,21.7,11.2,35.6,79,100,58,4.8,2.14,21.5,10.28,0,0,9,2024,Dry Season (Jun-Oct)
2024-09-08,Sintang,Kalimantan Barat,0.0639,111.4732,30.3,23.8,26.4,14.3,14.3,7.0,23.4,89,100,68,3.14,1.39,15.04,7.23,0,0,9,2024,Dry Season (Jun-Oct)
2024-09-09,Sintang,Kalimantan Barat,0.0639,111.4732,25.1,23.3,24.1,57.8,57.8,9.4,19.4,98,100,90,1.03,0.31,4.85,0.05,0,0,9,2024,Dry Season (Jun-Oct)
2024-09-10,Sintang,Kalimantan Barat,0.0639,111.4732,31.8,23.1,26.1,3.1,3.1,11.6,26.3,87,100,62,4.27,1.8,20.61,9.57,0,0,9,2024,Dry Season (Jun-Oct)
2024-09-11,Sintang,Kalimantan Barat,0.0639,111.4732,29.9,22.7,25.6,9.3,9.3,10.0,20.9,88,100,66,2.7,1.45,13.09,5.41,0,0,9,2024,Dry Season (Jun-Oct)
2024-09-12,Sintang,Kalimantan Barat,0.0639,111.4732,32.0,23.0,26.9,0.1,0.1,9.8,26.3,79,96,54,4.74,2.18,22.19,11.0,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-13,Sintang,Kalimantan Barat,0.0639,111.4732,31.7,23.0,26.8,0.0,0.0,11.3,28.1,77,97,52,4.76,2.21,21.75,11.0,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-14,Sintang,Kalimantan Barat,0.0639,111.4732,31.8,24.1,27.2,0.0,0.0,13.4,32.8,71,83,52,5.23,2.24,22.71,11.0,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-15,Sintang,Kalimantan Barat,0.0639,111.4732,32.2,23.3,27.1,0.0,0.0,10.8,28.1,72,85,53,5.11,2.25,22.73,10.71,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-16,Sintang,Kalimantan Barat,0.0639,111.4732,33.1,23.0,27.5,0.1,0.1,8.9,27.4,73,92,52,4.98,2.42,22.37,11.0,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-17,Sintang,Kalimantan Barat,0.0639,111.4732,33.0,24.1,28.0,0.4,0.4,10.8,28.4,75,88,52,4.78,2.41,21.43,10.77,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-18,Sintang,Kalimantan Barat,0.0639,111.4732,27.6,24.4,25.7,2.0,2.0,10.9,21.2,89,97,82,1.66,0.67,7.21,1.22,0,0,9,2024,Dry Season (Jun-Oct)
2024-09-19,Sintang,Kalimantan Barat,0.0639,111.4732,33.2,24.1,27.9,0.0,0.0,11.3,23.0,74,99,49,4.8,2.59,21.14,11.0,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-20,Sintang,Kalimantan Barat,0.0639,111.4732,34.2,23.8,28.8,0.1,0.1,10.3,21.6,68,85,47,5.07,2.82,21.75,10.14,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-21,Sintang,Kalimantan Barat,0.0639,111.4732,34.7,25.2,28.4,0.1,0.1,11.7,29.2,74,86,47,4.46,2.94,19.86,9.3,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-22,Sintang,Kalimantan Barat,0.0639,111.4732,32.7,24.1,27.3,19.0,19.0,9.7,29.9,86,100,60,3.8,2.0,17.78,9.0,0,0,9,2024,Dry Season (Jun-Oct)
2024-09-23,Sintang,Kalimantan Barat,0.0639,111.4732,28.0,23.6,25.2,3.8,3.8,8.7,18.7,93,100,80,1.74,0.77,8.25,1.13,0,0,9,2024,Dry Season (Jun-Oct)
2024-09-24,Sintang,Kalimantan Barat,0.0639,111.4732,34.3,23.3,27.9,1.4,1.4,11.3,23.8,79,99,47,4.88,2.87,22.62,10.84,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-25,Sintang,Kalimantan Barat,0.0639,111.4732,25.6,23.7,24.3,28.2,28.2,7.6,20.2,98,100,90,1.39,0.34,6.93,0.61,0,0,9,2024,Dry Season (Jun-Oct)
2024-09-26,Sintang,Kalimantan Barat,0.0639,111.4732,32.2,22.6,27.1,0.0,0.0,10.1,17.6,82,100,55,4.59,2.16,21.62,11.0,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-27,Sintang,Kalimantan Barat,0.0639,111.4732,30.4,24.1,26.0,7.9,7.9,10.2,20.9,88,99,69,3.38,1.34,16.42,6.23,0,0,9,2024,Dry Season (Jun-Oct)
2024-09-28,Sintang,Kalimantan Barat,0.0639,111.4732,33.1,23.6,27.2,4.9,4.9,6.9,19.8,86,100,60,4.59,2.03,21.91,10.0,0,0,9,2024,Dry Season (Jun-Oct)
2024-09-29,Sintang,Kalimantan Barat,0.0639,111.4732,30.1,23.2,25.2,51.5,51.5,7.8,21.6,94,100,71,3.12,1.25,15.61,7.86,0,0,9,2024,Dry Season (Jun-Oct)
2024-09-30,Sintang,Kalimantan Barat,0.0639,111.4732,28.8,23.1,25.5,9.8,9.8,8.0,20.2,92,100,75,3.08,0.98,15.32,6.22,0,0,9,2024,Dry Season (Jun-Oct)
2024-10-01,Sintang,Kalimantan Barat,0.0639,111.4732,31.8,23.5,26.4,4.6,4.6,7.7,17.3,87,100,62,4.05,1.77,19.44,9.51,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-02,Sintang,Kalimantan Barat,0.0639,111.4732,26.5,22.5,24.1,35.5,35.5,7.2,20.5,97,100,86,1.78,0.45,8.88,2.51,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-03,Sintang,Kalimantan Barat,0.0639,111.4732,32.3,23.1,26.9,0.7,0.7,9.0,18.4,82,100,56,4.6,2.11,21.65,9.52,1,0,10,2024,Dry Season (Jun-Oct)
2024-10-04,Sintang,Kalimantan Barat,0.0639,111.4732,28.0,23.4,24.8,15.0,15.0,5.3,16.6,96,100,80,2.08,0.75,10.28,3.6,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-05,Sintang,Kalimantan Barat,0.0639,111.4732,31.3,23.0,26.0,10.6,10.6,7.8,22.0,89,100,62,4.01,1.74,19.53,8.5,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-06,Sintang,Kalimantan Barat,0.0639,111.4732,31.4,23.2,25.6,3.9,3.9,13.3,30.2,90,100,64,3.69,1.63,18.22,10.01,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-07,Sintang,Kalimantan Barat,0.0639,111.4732,29.1,23.3,25.2,12.9,12.9,7.4,17.3,92,100,71,2.49,1.16,12.0,2.4,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-08,Sintang,Kalimantan Barat,0.0639,111.4732,32.1,23.1,26.7,1.9,1.9,9.6,23.4,83,100,57,4.13,2.03,19.5,9.72,1,0,10,2024,Dry Season (Jun-Oct)
2024-10-09,Sintang,Kalimantan Barat,0.0639,111.4732,31.7,23.6,27.0,2.6,2.6,6.5,19.8,82,96,60,4.29,1.87,20.53,11.0,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-10,Sintang,Kalimantan Barat,0.0639,111.4732,31.6,23.5,26.4,6.1,6.1,7.6,20.2,87,100,63,3.51,1.71,16.8,6.95,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-11,Sintang,Kalimantan Barat,0.0639,111.4732,31.4,23.5,25.8,15.1,15.1,6.9,18.4,92,100,64,2.99,1.63,14.45,5.05,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-12,Sintang,Kalimantan Barat,0.0639,111.4732,31.3,23.6,27.2,0.2,0.2,8.3,21.6,84,100,66,4.21,1.56,19.99,10.26,1,0,10,2024,Dry Season (Jun-Oct)
2024-10-13,Sintang,Kalimantan Barat,0.0639,111.4732,31.9,23.4,26.0,32.6,32.6,9.3,28.8,89,100,65,3.84,1.66,18.51,9.13,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-14,Sintang,Kalimantan Barat,0.0639,111.4732,29.7,23.4,25.6,16.9,16.9,9.8,22.7,92,100,70,2.98,1.22,14.45,5.27,0,0,10,2024,Dry Season (Jun-Oct)
