date,city,province,latitude,longitude,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,windspeed_10m_max,windgusts_10m_max,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,et0_fao_evapotranspiration,vapor_pressure_deficit_max,shortwave_radiation_sum,sunshine_hours,is_dry_day,high_fire_danger,month,year,season
2024-08-01,Ketapang,Kalimantan Barat,-1.8432,109.974,30.4,24.1,26.3,10.3,10.3,13.6,29.2,91,100,73,3.55,1.16,17.52,7.89,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-02,Ketapang,Kalimantan Barat,-1.8432,109.974,30.5,23.8,25.7,6.1,6.1,12.4,29.5,90,97,69,3.64,1.33,18.57,9.27,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-03,Ketapang,Kalimantan Barat,-1.8432,109.974,29.4,24.0,25.9,7.5,7.5,14.9,39.6,90,97,75,3.65,1.04,18.93,10.02,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-04,Ketapang,Kalimantan Barat,-1.8432,109.974,30.7,23.9,26.8,2.1,2.1,20.4,46.1,81,93,64,4.51,1.58,20.95,11.44,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-05,Ketapang,Kalimantan Barat,-1.8432,109.974,31.4,23.2,27.2,0.0,0.0,16.5,36.7,76,93,51,5.19,2.22,22.94,11.7,1,0,8,2024,Dry Season (Jun-Oct)
2024-08-06,Ketapang,Kalimantan Barat,-1.8432,109.974,31.4,24.3,27.4,0.4,0.4,18.0,39.6,77,89,57,4.94,1.95,21.56,11.17,1,0,8,2024,Dry Season (Jun-Oct)
2024-08-07,Ketapang,Kalimantan Barat,-1.8432,109.974,27.7,23.9,25.6,22.2,22.2,15.9,35.6,91,100,83,2.25,0.58,10.81,3.78,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-08,Ketapang,Kalimantan Barat,-1.8432,109.974,30.8,23.5,26.2,11.2,11.2,20.1,40.7,90,100,69,3.97,1.37,19.77,9.12,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-09,Ketapang,Kalimantan Barat,-1.8432,109.974,30.9,23.5,27.0,8.4,8.4,17.8,38.2,84,100,65,4.06,1.57,19.18,8.58,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-10,Ketapang,Kalimantan Barat,-1.8432,109.974,30.4,25.0,27.4,1.1,1.1,20.8,47.2,77,87,63,4.93,1.59,21.5,11.37,1,0,8,2024,Dry Season (Jun-Oct)
2024-08-11,Ketapang,Kalimantan Barat,-1.8432,109.974,29.9,24.6,26.8,1.3,1.3,15.5,39.2,80,86,69,4.32,1.3,19.71,11.1,1,0,8,2024,Dry Season (Jun-Oct)
2024-08-12,Ketapang,Kalimantan Barat,-1.8432,109.974,30.7,23.9,27.1,0.5,0.5,17.8,39.6,76,85,60,4.78,1.77,20.44,9.05,1,0,8,2024,Dry Season (Jun-Oct)
2024-08-13,Ketapang,Kalimantan Barat,-1.8432,109.974,30.5,24.7,26.9,4.9,4.9,18.3,36.4,81,99,69,4.26,1.36,19.25,11.04,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-14,Ketapang,Kalimantan Barat,-1.8432,109.974,30.7,25.1,27.4,1.5,1.5,23.0,51.8,80,89,65,4.44,1.55,19.86,10.78,1,0,8,2024,Dry Season (Jun-Oct)
2024-08-15,Ketapang,Kalimantan Barat,-1.8432,109.974,30.7,25.0,26.9,3.5,3.5,17.9,44.6,84,95,67,4.09,1.41,19.29,9.73,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-16,Ketapang,Kalimantan Barat,-1.8432,109.974,29.4,24.7,26.1,2.4,2.4,14.1,34.6,88,95,72,3.28,1.13,16.06,6.74,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-17,Ketapang,Kalimantan Barat,-1.8432,109.974,31.7,24.1,26.8,1.7,1.7,14.8,34.6,86,96,64,4.25,1.66,20.54,10.25,1,0,8,2024,Dry Season (Jun-Oct)
2024-08-18,Ketapang,Kalimantan Barat,-1.8432,109.974,30.3,24.4,26.4,4.0,4.0,18.3,42.5,88,97,71,3.72,1.24,18.63,9.06,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-19,Ketapang,Kalimantan Barat,-1.8432,109.974,29.9,24.3,26.2,3.1,3.1,14.1,34.2,88,97,72,3.8,1.2,19.02,11.0,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-20,Ketapang,Kalimantan Barat,-1.8432,109.974,29.7,24.3,26.1,14.0,14.0,13.5,36.0,88,100,72,3.55,1.15,17.8,10.44,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-21,Ketapang,Kalimantan Barat,-1.8432,109.974,25.3,23.9,24.2,54.5,54.5,11.5,23.0,98,100,93,0.83,0.23,4.02,0.29,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-22,Ketapang,Kalimantan Barat,-1.8432,109.974,28.0,23.3,25.0,6.5,6.5,11.8,25.2,94,100,83,2.32,0.63,11.69,2.65,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-23,Ketapang,Kalimantan Barat,-1.8432,109.974,29.8,22.6,25.6,5.4,5.4,15.5,34.9,90,100,69,3.51,1.29,17.36,7.11,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-24,Ketapang,Kalimantan Barat,-1.8432,109.974,29.8,23.1,26.0,10.9,10.9,14.9,35.6,88,100,68,3.81,1.35,19.04,9.19,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-25,Ketapang,Kalimantan Barat,-1.8432,109.974,30.2,23.5,26.0,4.1,4.1,14.0,35.6,88,100,64,3.65,1.55,18.12,8.3,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-26,Ketapang,Kalimantan Barat,-1.8432,109.974,30.8,24.3,26.9,1.4,1.4,17.9,40.7,82,92,63,4.38,1.62,20.06,10.48,1,0,8,2024,Dry Season (Jun-Oct)
2024-08-27,Ketapang,Kalimantan Barat,-1.8432,109.974,30.1,24.0,26.3,10.8,10.8,17.0,41.4,86,97,69,3.83,1.3,18.75,9.32,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-28,Ketapang,Kalimantan Barat,-1.8432,109.974,27.0,23.3,25.1,13.6,13.6,19.1,38.9,91,100,80,2.27,0.69,10.59,2.02,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-29,Ketapang,Kalimantan Barat,-1.8432,109.974,27.3,23.3,24.8,14.5,14.5,15.3,35.6,94,100,83,2.18,0.62,11.23,4.7,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-30,Ketapang,Kalimantan Barat,-1.8432,109.974,30.1,23.5,25.8,4.7,4.7,17.0,33.1,90,97,72,3.76,1.19,18.76,8.45,0,0,8,2024,Dry Season (Jun-Oct)
2024-08-31,Ketapang,Kalimantan Barat,-1.8432,109.974,30.9,24.3,26.8,1.4,1.4,16.5,39.6,87,95,69,4.36,1.36,21.72,10.58,1,0,8,2024,Dry Season (Jun-Oct)
2024-09-01,Ketapang,Kalimantan Barat,-1.8432,109.974,31.1,24.6,27.4,1.0,1.0,16.8,41.0,83,97,65,4.62,1.56,21.61,10.65,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-02,Ketapang,Kalimantan Barat,-1.8432,109.974,31.5,24.9,28.0,0.0,0.0,19.6,40.0,80,93,63,5.13,1.71,22.83,11.0,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-03,Ketapang,Kalimantan Barat,-1.8432,109.974,30.8,24.8,27.7,0.3,0.3,23.0,49.0,77,90,58,5.37,1.69,23.24,11.26,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-04,Ketapang,Kalimantan Barat,-1.8432,109.974,30.9,24.4,27.5,0.0,0.0,19.1,43.6,80,92,63,5.05,1.66,23.12,11.07,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-05,Ketapang,Kalimantan Barat,-1.8432,109.974,28.5,23.5,25.3,44.9,44.9,13.8,30.2,94,100,78,2.14,0.82,10.57,3.0,0,0,9,2024,Dry Season (Jun-Oct)
2024-09-06,Ketapang,Kalimantan Barat,-1.8432,109.974,30.8,24.5,27.2,1.8,1.8,21.7,41.4,83,91,68,4.52,1.43,20.8,11.0,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-07,Ketapang,Kalimantan Barat,-1.8432,109.974,31.6,25.3,27.9,1.1,1.1,23.7,51.8,78,87,61,4.84,1.78,20.61,11.07,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-08,Ketapang,Kalimantan Barat,-1.8432,109.974,28.9,24.8,26.2,23.9,23.9,14.7,31.7,90,97,81,2.8,0.77,13.63,7.29,0,0,9,2024,Dry Season (Jun-Oct)
2024-09-09,Ketapang,Kalimantan Barat,-1.8432,109.974,25.8,23.4,24.6,15.1,15.1,12.1,24.1,98,100,94,1.3,0.18,6.68,0.62,0,0,9,2024,Dry Season (Jun-Oct)
2024-09-10,Ketapang,Kalimantan Barat,-1.8432,109.974,29.6,23.7,26.6,0.0,0.0,10.3,27.4,86,96,70,4.1,1.23,20.17,10.52,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-11,Ketapang,Kalimantan Barat,-1.8432,109.974,30.9,23.8,27.2,3.5,3.5,11.8,24.5,85,96,66,4.03,1.51,19.14,9.22,0,0,9,2024,Dry Season (Jun-Oct)
2024-09-12,Ketapang,Kalimantan Barat,-1.8432,109.974,31.3,24.5,27.6,0.0,0.0,18.9,37.4,77,90,55,5.29,2.04,23.34,11.15,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-13,Ketapang,Kalimantan Barat,-1.8432,109.974,30.8,24.3,27.6,0.2,0.2,22.4,45.0,74,90,56,5.49,1.94,22.95,11.15,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-14,Ketapang,Kalimantan Barat,-1.8432,109.974,30.1,24.2,27.3,2.3,2.3,21.6,48.2,75,92,59,5.12,1.74,22.01,10.63,0,0,9,2024,Dry Season (Jun-Oct)
2024-09-15,Ketapang,Kalimantan Barat,-1.8432,109.974,31.3,23.8,27.4,0.1,0.1,19.3,43.6,75,90,54,5.29,2.12,22.52,11.03,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-16,Ketapang,Kalimantan Barat,-1.8432,109.974,30.2,24.6,27.5,0.2,0.2,22.7,47.5,79,91,67,5.1,1.42,22.91,11.0,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-17,Ketapang,Kalimantan Barat,-1.8432,109.974,30.6,24.6,27.7,0.0,0.0,19.1,39.2,79,92,65,4.82,1.54,21.22,11.0,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-18,Ketapang,Kalimantan Barat,-1.8432,109.974,29.9,26.0,27.8,0.0,0.0,18.8,42.1,77,87,65,5.04,1.47,21.98,10.72,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-19,Ketapang,Kalimantan Barat,-1.8432,109.974,31.5,24.2,27.7,0.0,0.0,20.0,41.8,78,93,55,5.39,2.06,24.06,11.1,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-20,Ketapang,Kalimantan Barat,-1.8432,109.974,30.9,24.6,27.8,0.0,0.0,21.7,43.2,80,93,69,5.17,1.36,23.65,11.04,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-21,Ketapang,Kalimantan Barat,-1.8432,109.974,31.4,25.4,28.3,0.0,0.0,14.1,33.8,84,96,72,4.86,1.25,22.68,10.55,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-22,Ketapang,Kalimantan Barat,-1.8432,109.974,32.9,26.2,28.4,2.1,2.1,13.2,31.7,84,94,60,4.19,2.01,19.05,8.07,0,0,9,2024,Dry Season (Jun-Oct)
2024-09-23,Ketapang,Kalimantan Barat,-1.8432,109.974,32.1,25.0,27.7,0.3,0.3,10.8,27.0,79,93,56,3.69,2.08,16.09,8.24,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-24,Ketapang,Kalimantan Barat,-1.8432,109.974,32.2,24.5,28.2,0.0,0.0,15.0,35.3,78,95,58,5.15,2.01,23.35,11.0,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-25,Ketapang,Kalimantan Barat,-1.8432,109.974,27.5,23.6,24.8,30.5,30.5,9.5,24.1,96,100,83,1.42,0.6,6.88,1.0,0,0,9,2024,Dry Season (Jun-Oct)
2024-09-26,Ketapang,Kalimantan Barat,-1.8432,109.974,30.2,23.8,27.1,0.0,0.0,8.7,22.3,82,97,65,4.1,1.48,19.28,10.95,1,0,9,2024,Dry Season (Jun-Oct)
2024-09-27,Ketapang,Kalimantan Barat,-1.8432,109.974,30.6,24.7,26.7,2.1,2.1,10.9,32.4,85,94,69,4.09,1.35,19.62,10.17,0,0,9,2024,Dry Season (Jun-Oct)
2024-09-28,Ketapang,Kalimantan Barat,-1.8432,109.974,31.4,24.0,26.8,2.0,2.0,13.5,37.1,86,96,69,4.28,1.42,20.82,9.44,0,0,9,2024,Dry Season (Jun-Oct)
2024-09-29,Ketapang,Kalimantan Barat,-1.8432,109.974,29.9,23.4,25.6,32.9,32.9,15.3,34.6,92,100,75,3.12,1.06,15.58,6.52,0,0,9,2024,Dry Season (Jun-Oct)
2024-09-30,Ketapang,Kalimantan Barat,-1.8432,109.974,28.9,23.1,25.3,12.8,12.8,12.7,31.7,91,100,75,2.67,1.01,13.52,4.79,0,0,9,2024,Dry Season (Jun-Oct)
2024-10-01,Ketapang,Kalimantan Barat,-1.8432,109.974,30.2,23.1,25.7,17.7,17.7,14.7,31.3,92,100,73,4.22,1.17,21.25,10.39,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-02,Ketapang,Kalimantan Barat,-1.8432,109.974,29.7,22.5,25.5,11.2,11.2,12.4,32.0,91,100,76,3.25,1.01,16.73,6.91,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-03,Ketapang,Kalimantan Barat,-1.8432,109.974,30.6,23.8,26.8,8.9,8.9,17.0,32.8,88,96,73,4.19,1.18,20.24,9.09,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-04,Ketapang,Kalimantan Barat,-1.8432,109.974,28.2,23.0,25.4,29.7,29.7,11.3,32.8,94,100,80,2.42,0.78,12.04,2.52,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-05,Ketapang,Kalimantan Barat,-1.8432,109.974,30.0,23.7,26.0,17.5,17.5,11.8,33.5,90,100,73,3.82,1.15,18.93,8.14,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-06,Ketapang,Kalimantan Barat,-1.8432,109.974,30.5,24.2,26.3,3.4,3.4,17.4,39.6,88,96,71,4.02,1.23,20.32,9.45,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-07,Ketapang,Kalimantan Barat,-1.8432,109.974,29.0,23.8,25.8,4.5,4.5,12.7,29.5,91,97,78,2.94,0.88,14.67,6.04,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-08,Ketapang,Kalimantan Barat,-1.8432,109.974,30.0,24.0,26.5,3.2,3.2,13.2,32.8,86,96,69,4.2,1.31,20.87,9.33,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-09,Ketapang,Kalimantan Barat,-1.8432,109.974,30.9,24.6,26.6,5.3,5.3,10.6,30.6,90,100,73,4.11,1.22,20.32,9.08,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-10,Ketapang,Kalimantan Barat,-1.8432,109.974,29.8,23.6,26.1,9.1,9.1,13.1,32.0,91,100,77,3.5,0.98,17.7,9.0,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-11,Ketapang,Kalimantan Barat,-1.8432,109.974,30.3,23.3,25.8,11.0,11.0,15.6,38.2,92,100,75,3.6,1.07,18.57,8.36,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-12,Ketapang,Kalimantan Barat,-1.8432,109.974,30.4,23.6,26.9,6.8,6.8,9.5,25.6,87,100,72,4.16,1.17,20.25,11.0,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-13,Ketapang,Kalimantan Barat,-1.8432,109.974,28.5,23.0,25.9,21.1,21.1,12.1,27.7,91,100,77,3.31,0.89,16.53,7.32,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-14,Ketapang,Kalimantan Barat,-1.8432,109.974,29.7,24.3,26.7,2.2,2.2,10.1,31.3,88,96,75,4.08,1.02,20.59,9.98,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-15,Ketapang,Kalimantan Barat,-1.8432,109.974,30.1,24.0,26.7,9.7,9.7,9.4,29.5,87,100,71,4.19,1.25,20.41,9.84,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-16,Ketapang,Kalimantan Barat,-1.8432,109.974,29.7,23.6,26.5,10.6,10.6,13.8,33.1,87,100,72,4.01,1.17,19.48,9.12,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-17,Ketapang,Kalimantan Barat,-1.8432,109.974,29.3,23.9,26.0,5.0,5.0,14.7,37.4,89,100,72,3.33,1.12,16.51,7.66,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-18,Ketapang,Kalimantan Barat,-1.8432,109.974,30.6,23.9,27.3,0.0,0.0,14.5,33.1,82,96,66,4.99,1.47,23.34,10.13,1,0,10,2024,Dry Season (Jun-Oct)
2024-10-19,Ketapang,Kalimantan Barat,-1.8432,109.974,31.7,24.7,27.8,0.0,0.0,10.9,28.4,81,92,61,4.56,1.82,21.45,10.81,1,0,10,2024,Dry Season (Jun-Oct)
2024-10-20,Ketapang,Kalimantan Barat,-1.8432,109.974,30.3,22.8,26.2,25.2,25.2,14.1,42.5,91,100,73,3.12,1.18,15.39,6.75,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-21,Ketapang,Kalimantan Barat,-1.8432,109.974,30.3,23.2,26.8,7.2,7.2,9.2,23.4,80,100,61,4.22,1.66,19.6,9.25,0,0,10,2024,Dry Season (Jun-Oct)
2024-10-22,Ketapang,Kalimantan Barat,-1.8432,109.974,31.5,24.6,28.0,0.0,0.0,11.7,29.2,78,90,61,4.57,1.8,20.64,10.95,1,0,10,2024,Dry Season (Jun-Oct)
2024-10-23,Ketapang,Kalimantan Barat,-1.8432,109.974,31.3,25.5,28.4,0.0,0.0,12.1,28.4,79,95,60,4.42,1.78,20.02,10.25,1,0,10,2024,Dry Season (Jun-Oct)
2024-10-24,Ketapang,Kalimantan Barat,-1.8432,109.974,31.8,25.8,28.5,0.0,0.0,13.3,30.6,79,95,62,5.11,1.76,23.44,10.56,1,0,10,2024,Dry Season (Jun-Oct)
2024-10-25,Ketapang,Kalimantan Barat,-1.8432,109.974,30.5,24.9,27.9,0.7,0.7,16.8,40.0,82,96,69,4.81,1.29,22.74,11.03,1,0,10,2024,Dry Season (Jun-Oct)
2024-10-26,Ketapang,Kalimantan Barat,-1.8432,109.974,30.7,25.9,28.3,0.2,0.2,13.2,33.5,82,94,69,4.92,1.38,23.09,10.41,1,0,10,2024,Dry Season (Jun-Oct)
2024-10-27,Ketapang,Kalimantan Barat,-1.8432,109.974,30.7,25.7,28.5,1.7,1.7,13.3,32.8,80,95,70,4.89,1.32,22.39,11.28,1,0,10,2024,Dry Season (Jun-Oct)
2024-10-28,Ketapang,Kalimantan Barat,-1.8432,109.974,31.9,26.3,28.9,1.4,1.4,19.1,41.0,78,91,60,5.39,1.9,23.62,11.28,1,0,10,2024,Dry Season (Jun-Oct)
2024-10-29,Ketapang,Kalimantan Barat,-1.8432,109.974,30.4,24.5,28.4,0.7,0.7,18.4,46.8,79,93,68,5.16,1.39,23.18,11.08,1,0,10,2024,Dry Season (Jun-Oct)
2024-10-30,Ketapang,Kalimantan Barat,-1.8432,109.974,32.1,25.7,28.7,1.7,1.7,17.2,40.3,78,92,59,5.18,1.94,23.18,11.0,1,0,10,2024,Dry Season (Jun-Oct)
2024-10-31,Ketapang,Kalimantan Barat,-1.8432,109.974,29.7,25.4,27.0,7.5,7.5,12.7,27.0,87,95,74,3.45,1.09,16.16,7.54,0,0,10,2024,Dry Season (Jun-Oct)
2024-11-01,Ketapang,Kalimantan Barat,-1.8432,109.974,30.8,24.7,27.6,2.7,2.7,13.6,34.9,83,96,64,4.56,1.6,21.97,9.0,0,0,11,2024,Wet Season (Nov-May)
2024-11-02,Ketapang,Kalimantan Barat,-1.8432,109.974,31.6,24.6,27.6,0.6,0.6,11.2,26.6,83,93,65,4.29,1.62,20.19,8.6,1,0,11,2024,Wet Season (Nov-May)
2024-11-03,Ketapang,Kalimantan Barat,-1.8432,109.974,29.1,24.2,26.6,7.3,7.3,10.3,27.0,88,100,74,2.72,1.05,13.14,3.49,0,0,11,2024,Wet Season (Nov-May)
2024-11-04,Ketapang,Kalimantan Barat,-1.8432,109.974,29.0,25.2,26.9,3.2,3.2,9.8,30.2,85,99,72,3.61,1.1,18.01,10.51,0,0,11,2024,Wet Season (Nov-May)
2024-11-05,Ketapang,Kalimantan Barat,-1.8432,109.974,29.7,24.1,26.3,17.2,17.2,8.7,23.8,89,100,70,3.39,1.26,16.53,8.89,0,0,11,2024,Wet Season (Nov-May)
2024-11-06,Ketapang,Kalimantan Barat,-1.8432,109.974,29.1,22.6,25.4,26.6,26.6,11.2,25.2,94,100,78,2.92,0.87,14.78,5.09,0,0,11,2024,Wet Season (Nov-May)
2024-11-07,Ketapang,Kalimantan Barat,-1.8432,109.974,29.1,24.0,26.1,11.9,11.9,8.5,24.5,91,100,77,3.61,0.95,18.13,8.78,0,0,11,2024,Wet Season (Nov-May)
2024-11-08,Ketapang,Kalimantan Barat,-1.8432,109.974,29.9,24.6,27.1,0.9,0.9,9.7,26.6,86,96,72,4.18,1.16,20.49,9.07,1,0,11,2024,Wet Season (Nov-May)
2024-11-09,Ketapang,Kalimantan Barat,-1.8432,109.974,31.0,24.7,27.2,0.7,0.7,11.3,29.5,84,94,68,4.32,1.44,20.73,8.65,1,0,11,2024,Wet Season (Nov-May)
2024-11-10,Ketapang,Kalimantan Barat,-1.8432,109.974,30.3,24.2,26.8,21.7,21.7,12.6,30.2,86,100,72,4.3,1.21,21.09,9.84,0,0,11,2024,Wet Season (Nov-May)
2024-11-11,Ketapang,Kalimantan Barat,-1.8432,109.974,28.2,23.6,25.9,19.8,19.8,10.5,28.1,91,100,74,2.68,0.98,13.32,5.08,0,0,11,2024,Wet Season (Nov-May)
2024-11-12,Ketapang,Kalimantan Barat,-1.8432,109.974,30.2,24.4,27.2,2.8,2.8,10.0,26.3,85,95,70,4.45,1.28,22.13,10.18,0,0,11,2024,Wet Season (Nov-May)
2024-11-13,Ketapang,Kalimantan Barat,-1.8432,109.974,29.9,24.4,27.0,13.2,13.2,7.9,20.9,87,97,73,3.27,1.13,15.57,7.61,0,0,11,2024,Wet Season (Nov-May)
2024-11-14,Ketapang,Kalimantan Barat,-1.8432,109.974,30.8,24.8,27.5,1.5,1.5,9.1,25.2,83,95,68,4.06,1.43,19.43,9.13,1,0,11,2024,Wet Season (Nov-May)
2024-11-15,Ketapang,Kalimantan Barat,-1.8432,109.974,27.7,23.8,26.1,42.9,42.9,10.3,22.3,89,99,76,1.95,0.85,9.01,1.01,0,0,11,2024,Wet Season (Nov-May)
2024-11-16,Ketapang,Kalimantan Barat,-1.8432,109.974,30.6,25.1,27.8,7.2,7.2,11.8,28.8,82,96,68,4.46,1.36,21.26,9.77,0,0,11,2024,Wet Season (Nov-May)
2024-11-17,Ketapang,Kalimantan Barat,-1.8432,109.974,30.2,24.6,27.3,9.9,9.9,10.2,25.2,84,96,72,4.1,1.21,19.74,9.66,0,0,11,2024,Wet Season (Nov-May)
2024-11-18,Ketapang,Kalimantan Barat,-1.8432,109.974,29.7,25.2,27.2,5.1,5.1,12.8,27.7,86,98,75,3.22,1.06,14.98,5.71,0,0,11,2024,Wet Season (Nov-May)
2024-11-19,Ketapang,Kalimantan Barat,-1.8432,109.974,27.7,24.4,26.2,20.2,20.2,11.2,25.9,89,99,79,2.22,0.78,10.37,1.41,0,0,11,2024,Wet Season (Nov-May)
2024-11-20,Ketapang,Kalimantan Barat,-1.8432,109.974,30.2,23.8,26.7,23.1,23.1,12.1,26.3,88,98,73,3.67,1.14,18.02,7.57,0,0,11,2024,Wet Season (Nov-May)
2024-11-21,Ketapang,Kalimantan Barat,-1.8432,109.974,31.1,24.3,27.1,6.1,6.1,12.4,31.0,85,99,65,4.31,1.58,20.84,8.06,0,0,11,2024,Wet Season (Nov-May)
2024-11-22,Ketapang,Kalimantan Barat,-1.8432,109.974,29.9,24.6,26.7,20.1,20.1,11.0,29.9,90,98,75,3.43,1.04,16.96,6.12,0,0,11,2024,Wet Season (Nov-May)
2024-11-23,Ketapang,Kalimantan Barat,-1.8432,109.974,29.8,24.9,26.7,24.7,24.7,13.0,30.6,89,99,74,3.4,1.1,16.62,6.09,0,0,11,2024,Wet Season (Nov-May)
2024-11-24,Ketapang,Kalimantan Barat,-1.8432,109.974,29.7,24.4,26.7,15.7,15.7,14.4,32.4,87,99,73,3.26,1.14,15.58,6.61,0,0,11,2024,Wet Season (Nov-May)
2024-11-25,Ketapang,Kalimantan Barat,-1.8432,109.974,29.4,24.8,26.9,22.6,22.6,12.3,29.2,88,99,76,3.11,0.99,15.18,7.32,0,0,11,2024,Wet Season (Nov-May)
2024-11-26,Ketapang,Kalimantan Barat,-1.8432,109.974,31.2,24.9,27.3,18.5,18.5,12.7,30.2,87,98,67,4.28,1.48,20.75,8.69,0,0,11,2024,Wet Season (Nov-May)
2024-11-27,Ketapang,Kalimantan Barat,-1.8432,109.974,30.1,24.7,26.4,15.1,15.1,13.0,29.5,89,99,67,3.13,1.42,15.29,7.57,0,0,11,2024,Wet Season (Nov-May)
2024-11-28,Ketapang,Kalimantan Barat,-1.8432,109.974,29.7,23.8,26.6,33.3,33.3,10.3,25.2,88,98,71,3.42,1.2,16.5,6.94,0,0,11,2024,Wet Season (Nov-May)
2024-11-29,Ketapang,Kalimantan Barat,-1.8432,109.974,28.8,24.9,26.6,26.4,26.4,19.5,40.3,88,96,77,3.34,0.9,16.21,9.54,0,0,11,2024,Wet Season (Nov-May)
2024-11-30,Ketapang,Kalimantan Barat,-1.8432,109.974,29.7,25.2,26.9,20.9,20.9,14.1,32.0,87,96,72,3.14,1.18,14.91,7.34,0,0,11,2024,Wet Season (Nov-May)
2024-12-01,Ketapang,Kalimantan Barat,-1.8432,109.974,28.2,24.9,26.1,23.5,23.5,16.1,37.1,90,98,79,2.42,0.81,12.2,5.63,0,0,12,2024,Wet Season (Nov-May)
2024-12-02,Ketapang,Kalimantan Barat,-1.8432,109.974,29.3,24.8,27.2,5.7,5.7,16.1,32.8,84,98,73,3.62,1.05,16.97,7.42,0,0,12,2024,Wet Season (Nov-May)
2024-12-03,Ketapang,Kalimantan Barat,-1.8432,109.974,28.1,24.4,26.2,47.8,47.8,18.4,37.8,88,96,73,1.6,1.03,6.68,0.36,0,0,12,2024,Wet Season (Nov-May)
2024-12-04,Ketapang,Kalimantan Barat,-1.8432,109.974,30.0,26.2,28.0,1.3,1.3,15.8,33.1,78,89,68,2.85,1.36,9.86,1.29,1,0,12,2024,Wet Season (Nov-May)
2024-12-05,Ketapang,Kalimantan Barat,-1.8432,109.974,29.6,25.3,26.7,13.3,13.3,17.3,38.9,87,96,73,3.08,1.11,14.15,5.42,0,0,12,2024,Wet Season (Nov-May)
2024-12-06,Ketapang,Kalimantan Barat,-1.8432,109.974,29.0,24.8,26.9,3.9,3.9,17.9,36.4,84,96,74,2.93,1.03,12.88,5.58,0,0,12,2024,Wet Season (Nov-May)
2024-12-07,Ketapang,Kalimantan Barat,-1.8432,109.974,31.1,25.2,28.0,6.6,6.6,15.6,36.7,84,94,66,4.39,1.55,20.61,10.1,0,0,12,2024,Wet Season (Nov-May)
