latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,khg_id,nama_khg,provinsi,kabupaten,peat_depth,depth_cm,fungsi_zona,luas_ha,is_peatland,peat_hazard_multiplier,nearest_station_city,nearest_station_province,station_dist_km,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_temperature_0_to_7cm
0.74225,111.52405,367.0,0.38,0.59,2024-09-14,520,N20,VIIRS,h,2,291.47,13.89,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,75.50810755703652,0.363,0.374,0.386,27.3
0.72016,111.3825,350.71,0.39,0.6,2024-09-14,520,N20,VIIRS,n,2,286.49,31.4,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,73.53728450051462,0.363,0.374,0.386,27.3
0.7196,111.3789,337.39,0.39,0.6,2024-09-14,520,N20,VIIRS,n,2,297.01,31.4,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,73.53152921420858,0.363,0.374,0.386,27.3
0.68629,111.16558,350.26,0.41,0.6,2024-09-14,520,N20,VIIRS,n,2,291.6,8.63,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,77.06305416901475,0.363,0.374,0.386,27.3
0.68572,111.16193,327.88,0.41,0.61,2024-09-14,520,N20,VIIRS,n,2,291.9,7.51,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,77.18684326244569,0.363,0.374,0.386,27.3
0.75717,111.58448,367.0,0.38,0.59,2024-09-14,520,N20,VIIRS,h,2,290.4,18.02,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,77.9380104451434,0.363,0.374,0.386,27.3
0.75822,111.59119,327.05,0.38,0.59,2024-09-14,520,N20,VIIRS,n,2,295.5,36.91,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,78.1744167915724,0.363,0.374,0.386,27.3
0.75666,111.58119,345.62,0.38,0.59,2024-09-14,520,N20,VIIRS,n,2,290.94,10.57,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,77.82503268949974,0.363,0.374,0.386,27.3
0.72991,111.40936,336.73,0.39,0.59,2024-09-14,520,N20,VIIRS,n,2,289.31,2.79,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,74.26595714248688,0.363,0.374,0.386,27.3
0.72614,111.38513,353.87,0.39,0.6,2024-09-14,520,N20,VIIRS,n,2,291.25,9.58,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,74.15582130718063,0.363,0.374,0.386,27.3
0.75875,111.59458,356.24,0.38,0.59,2024-09-14,520,N20,VIIRS,l,2,289.02,36.91,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,78.2962895227792,0.363,0.374,0.386,27.3
0.72668,111.38863,356.24,0.39,0.6,2024-09-14,520,N20,VIIRS,l,2,287.75,9.58,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,74.16506456054157,0.363,0.374,0.386,27.3
0.74769,111.48806,367.0,0.39,0.59,2024-09-14,520,N20,VIIRS,h,2,290.64,18.5,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,75.9186107668449,0.363,0.374,0.386,27.3
0.76203,111.58041,337.7,0.38,0.59,2024-09-14,520,N20,VIIRS,n,2,290.79,10.57,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,78.40085513182231,0.363,0.374,0.386,27.3
0.75088,111.50862,348.87,0.39,0.59,2024-09-14,520,N20,VIIRS,n,2,291.92,6.67,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,76.35606792307203,0.363,0.374,0.386,27.3
0.74716,111.48465,334.88,0.39,0.59,2024-09-14,520,N20,VIIRS,n,2,290.83,15.75,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,75.85250847639846,0.363,0.374,0.386,27.3
0.73103,111.38078,343.69,0.39,0.6,2024-09-14,520,N20,VIIRS,n,2,290.88,8.69,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,74.75863541658121,0.363,0.374,0.386,27.3
0.48217,109.78058,355.81,0.51,0.66,2024-09-14,520,N20,VIIRS,n,2,281.88,8.96,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Pontianak,Kalimantan Barat,74.49876675598928,0.31,0.317,0.347,27.8
0.76254,111.58371,356.09,0.38,0.59,2024-09-14,520,N20,VIIRS,l,2,289.61,18.02,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,78.5132047862885,0.363,0.374,0.386,27.3
0.78191,111.67329,339.02,0.37,0.58,2024-09-14,520,N20,VIIRS,n,2,289.54,5.63,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,82.73591596514869,0.363,0.374,0.386,27.3
0.7622,111.5104,367.0,0.39,0.59,2024-09-14,520,N20,VIIRS,h,2,292.17,16.33,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,77.62120792882574,0.363,0.374,0.386,27.3
0.77174,111.57217,345.0,0.38,0.59,2024-09-14,520,N20,VIIRS,n,2,291.71,4.54,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,79.33452942449767,0.363,0.374,0.386,27.3
1.75627,117.96822,342.29,0.44,0.38,2024-09-14,520,N20,VIIRS,l,2,287.06,21.41,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Berau,Kalimantan Timur,70.66059751663074,0.345,0.357,0.368,27.2
0.77709,111.57127,353.08,0.38,0.59,2024-09-14,520,N20,VIIRS,n,2,290.83,6.67,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,79.9090303659166,0.363,0.374,0.386,27.3
0.77824,111.54298,348.88,0.38,0.59,2024-09-14,520,N20,VIIRS,n,2,287.83,6.75,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,79.66915364031422,0.363,0.374,0.386,27.3
0.70196,111.04701,330.1,0.42,0.61,2024-09-14,520,N20,VIIRS,n,2,291.52,2.91,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,85.17096470267175,0.363,0.374,0.386,27.3
0.58459,110.28443,338.74,0.47,0.64,2024-09-14,520,N20,VIIRS,n,2,281.71,3.84,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Pontianak,Kalimantan Barat,124.61789202260236,0.31,0.317,0.347,27.8
0.78834,111.57301,329.6,0.38,0.59,2024-09-14,520,N20,VIIRS,n,2,289.76,10.5,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,81.17245273892911,0.363,0.374,0.386,27.3
1.75969,117.91973,334.83,0.44,0.38,2024-09-14,520,N20,VIIRS,n,2,290.53,5.76,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Berau,Kalimantan Timur,66.37844854614315,0.345,0.357,0.368,27.2
0.79373,111.57233,355.02,0.38,0.59,2024-09-14,520,N20,VIIRS,n,2,288.43,10.5,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,81.75499162523212,0.363,0.374,0.386,27.3
0.79004,111.54819,349.37,0.38,0.59,2024-09-14,520,N20,VIIRS,n,2,286.08,4.35,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,81.03021285362453,0.363,0.374,0.386,27.3
0.76164,111.42346,367.0,0.39,0.59,2024-09-14,520,N20,VIIRS,h,2,291.95,41.75,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,77.64568419197039,0.363,0.374,0.386,27.3
0.79784,111.6478,342.64,0.38,0.58,2024-09-14,520,N20,VIIRS,n,2,290.52,3.45,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,83.74088095449912,0.363,0.374,0.386,27.3
0.70113,111.04882,333.89,0.42,0.61,2024-09-14,520,N20,VIIRS,n,2,291.73,3.87,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,84.98283941122051,0.363,0.374,0.386,27.3
0.76707,111.42268,355.89,0.39,0.59,2024-09-14,520,N20,VIIRS,n,2,289.5,41.75,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,78.25305702715586,0.363,0.374,0.386,27.3
0.79286,111.54874,333.65,0.38,0.59,2024-09-14,520,N20,VIIRS,n,2,285.53,4.06,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,81.3478533140069,0.363,0.374,0.386,27.3
0.79231,111.54529,332.8,0.38,0.59,2024-09-14,520,N20,VIIRS,n,2,285.45,5.07,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,81.2485195143898,0.363,0.374,0.386,27.3
0.81336,111.60811,331.26,0.38,0.59,2024-09-14,520,N20,VIIRS,n,2,287.4,5.96,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,84.52713769733168,0.363,0.374,0.386,27.3
0.79377,111.48556,350.69,0.39,0.59,2024-09-14,520,N20,VIIRS,n,2,291.46,6.47,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,81.02718591106628,0.363,0.374,0.386,27.3
0.81762,111.60051,367.0,0.38,0.59,2024-09-14,520,N20,VIIRS,h,2,290.91,60.19,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,84.84798719777908,0.363,0.374,0.386,27.3
0.8171,111.59722,341.97,0.38,0.59,2024-09-14,520,N20,VIIRS,n,2,290.55,40.47,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,84.73097591865896,0.363,0.374,0.386,27.3
0.80627,111.52928,338.21,0.38,0.59,2024-09-14,520,N20,VIIRS,n,2,286.9,3.44,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,82.63785498450027,0.363,0.374,0.386,27.3
0.80573,111.52587,326.45,0.38,0.59,2024-09-14,520,N20,VIIRS,n,2,286.83,3.44,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,82.55041550697241,0.363,0.374,0.386,27.3
0.8122,111.53191,356.12,0.38,0.59,2024-09-14,520,N20,VIIRS,l,2,289.38,37.81,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,83.3165551992285,0.363,0.374,0.386,27.3
0.72177,110.92774,367.0,0.42,0.61,2024-09-14,520,N20,VIIRS,h,2,292.44,7.49,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,94.85919648125096,0.363,0.374,0.386,27.3
0.8305,111.578,334.37,0.38,0.59,2024-09-14,520,N20,VIIRS,n,2,288.84,7.27,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,85.88406493989437,0.363,0.374,0.386,27.3
0.87282,111.81136,367.0,0.37,0.58,2024-09-14,520,N20,VIIRS,h,2,292.85,6.12,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,97.32008491771829,0.363,0.374,0.386,27.3
0.80268,111.33174,338.71,0.4,0.6,2024-09-14,520,N20,VIIRS,n,2,289.65,6.75,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,83.49434609133742,0.363,0.374,0.386,27.3
0.80213,111.32825,355.98,0.4,0.6,2024-09-14,520,N20,VIIRS,n,2,291.12,6.75,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,83.50815834493916,0.363,0.374,0.386,27.3
0.7852,111.18506,349.74,0.41,0.6,2024-09-14,520,N20,VIIRS,n,2,292.64,8.4,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,86.21623376964278,0.363,0.374,0.386,27.3
0.78464,111.18145,336.32,0.41,0.6,2024-09-14,520,N20,VIIRS,n,2,292.77,7.78,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,86.30806481808149,0.363,0.374,0.386,27.3
0.84124,111.50648,353.25,0.38,0.59,2024-09-14,520,N20,VIIRS,n,2,292.09,6.89,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,86.36378050962101,0.363,0.374,0.386,27.3
0.81959,111.36839,330.05,0.39,0.6,2024-09-14,520,N20,VIIRS,n,2,286.85,4.23,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,84.6845263481836,0.363,0.374,0.386,27.3
0.81904,111.36488,326.87,0.39,0.6,2024-09-14,520,N20,VIIRS,n,2,285.29,5.13,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,84.67849761941939,0.363,0.374,0.386,27.3
0.81849,111.36138,352.23,0.39,0.6,2024-09-14,520,N20,VIIRS,n,2,288.43,5.13,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,84.67414248482547,0.363,0.374,0.386,27.3
0.56906,109.73363,367.0,0.52,0.67,2024-09-14,520,N20,VIIRS,h,2,290.24,29.96,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Pontianak,Kalimantan Barat,79.07035791171391,0.31,0.317,0.347,27.8
0.8781,111.707,336.66,0.37,0.58,2024-09-14,520,N20,VIIRS,n,2,288.85,4.68,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,94.02847148433251,0.363,0.374,0.386,27.3
0.8272,111.38145,329.14,0.39,0.59,2024-09-14,520,N20,VIIRS,n,2,287.93,2.73,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,85.33618728155432,0.363,0.374,0.386,27.3
0.7968,111.18709,355.05,0.41,0.6,2024-09-14,520,N20,VIIRS,n,2,294.6,17.19,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,87.33106856104621,0.363,0.374,0.386,27.3
0.74057,110.8279,336.77,0.43,0.62,2024-09-14,520,N20,VIIRS,n,2,290.8,14.01,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,103.78911813107862,0.363,0.374,0.386,27.3
0.56834,109.72903,347.68,0.52,0.67,2024-09-14,520,N20,VIIRS,n,2,292.63,33.24,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Pontianak,Kalimantan Barat,78.72413697672675,0.31,0.317,0.347,27.8
0.74293,110.84295,355.99,0.43,0.62,2024-09-14,520,N20,VIIRS,l,2,279.47,21.84,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,102.83518325306498,0.363,0.374,0.386,27.3
0.74175,110.8354,355.99,0.43,0.62,2024-09-14,520,N20,VIIRS,l,2,287.71,21.44,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,103.31169366273345,0.363,0.374,0.386,27.3
0.74116,110.83167,355.93,0.43,0.62,2024-09-14,520,N20,VIIRS,l,2,289.68,14.01,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,103.54829701819605,0.363,0.374,0.386,27.3
0.74678,110.83066,367.0,0.43,0.62,2024-09-14,520,N20,VIIRS,h,2,293.83,46.99,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,104.0788672760526,0.363,0.374,0.386,27.3
0.74795,110.83815,336.04,0.43,0.62,2024-09-14,520,N20,VIIRS,n,2,284.15,14.76,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,103.60605292406957,0.363,0.374,0.386,27.3
0.74737,110.83441,346.07,0.43,0.62,2024-09-14,520,N20,VIIRS,n,2,289.03,14.76,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,103.8419033603728,0.363,0.374,0.386,27.3
0.74619,110.8269,349.24,0.43,0.62,2024-09-14,520,N20,VIIRS,n,2,291.67,46.99,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,104.31775831298462,0.363,0.374,0.386,27.3
0.77242,110.95816,334.43,0.42,0.61,2024-09-14,520,N20,VIIRS,n,2,293.23,3.13,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,97.22908075381557,0.363,0.374,0.386,27.3
0.54267,109.48492,331.5,0.54,0.68,2024-09-14,520,N20,VIIRS,n,2,291.42,4.15,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Pontianak,Kalimantan Barat,65.10415593073382,0.31,0.317,0.347,27.8
0.84619,111.39635,367.0,0.39,0.59,2024-09-14,520,N20,VIIRS,h,2,293.59,31.52,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,87.2521829187019,0.363,0.374,0.386,27.3
0.84511,111.38935,367.0,0.39,0.59,2024-09-14,520,N20,VIIRS,h,2,295.1,57.1,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,87.21237482604535,0.363,0.374,0.386,27.3
0.84134,111.36507,367.0,0.39,0.6,2024-09-14,520,N20,VIIRS,h,2,293.38,13.97,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,87.12651908122182,0.363,0.374,0.386,27.3
0.84457,111.38588,327.97,0.39,0.59,2024-09-14,520,N20,VIIRS,n,2,295.46,57.1,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,87.19475204418735,0.363,0.374,0.386,27.3
0.80429,111.12646,353.65,0.41,0.61,2024-09-14,520,N20,VIIRS,n,2,294.48,20.44,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,90.74927038761135,0.363,0.374,0.386,27.3
0.79106,111.00458,330.45,0.42,0.61,2024-09-14,520,N20,VIIRS,n,2,289.63,2.18,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,96.02407013228515,0.363,0.374,0.386,27.3
0.7853,110.96743,345.98,0.42,0.61,2024-09-14,520,N20,VIIRS,n,2,292.16,6.63,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,97.7947956538642,0.363,0.374,0.386,27.3
0.76931,110.82696,367.0,0.43,0.62,2024-09-14,520,N20,VIIRS,h,2,293.08,13.14,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,106.19106133582899,0.363,0.374,0.386,27.3
0.8805,111.51092,335.97,0.38,0.59,2024-09-14,520,N20,VIIRS,n,2,292.0,2.2,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,90.73924858541861,0.363,0.374,0.386,27.3
0.87797,111.49449,348.46,0.38,0.59,2024-09-14,520,N20,VIIRS,n,2,290.35,7.83,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,90.3926664310164,0.363,0.374,0.386,27.3
0.87756,111.49185,340.59,0.38,0.59,2024-09-14,520,N20,VIIRS,n,2,291.53,6.44,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,90.33998196485373,0.363,0.374,0.386,27.3
0.82415,111.10851,327.75,0.41,0.61,2024-09-14,520,N20,VIIRS,n,2,291.54,4.36,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,93.59471414994916,0.363,0.374,0.386,27.3
0.64141,109.92097,349.2,0.5,0.66,2024-09-14,520,N20,VIIRS,n,2,291.95,11.05,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Pontianak,Kalimantan Barat,98.06171130153164,0.31,0.317,0.347,27.8
0.78423,110.77359,347.98,0.43,0.62,2024-09-14,520,N20,VIIRS,n,2,291.39,6.41,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,111.46132642751529,0.363,0.374,0.386,27.3
0.78989,110.77273,367.0,0.43,0.62,2024-09-14,520,N20,VIIRS,h,2,292.63,6.41,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,111.97912500114104,0.363,0.374,0.386,27.3
0.77283,110.82741,367.0,0.43,0.62,2024-09-14,520,N20,VIIRS,h,2,292.04,17.34,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,106.4458440924261,0.363,0.374,0.386,27.3
0.82354,111.10551,329.33,0.41,0.61,2024-09-14,520,N20,VIIRS,n,2,291.43,4.21,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,93.67827002186684,0.363,0.374,0.386,27.3
0.64451,109.92298,336.88,0.5,0.66,2024-09-14,520,N20,VIIRS,n,2,289.99,6.11,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Pontianak,Kalimantan Barat,98.4678920702907,0.31,0.317,0.347,27.8
0.64379,109.91854,338.51,0.5,0.66,2024-09-14,520,N20,VIIRS,n,2,292.31,6.11,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Pontianak,Kalimantan Barat,98.08548710076117,0.31,0.317,0.347,27.8
0.7874,110.77424,354.64,0.43,0.62,2024-09-14,520,N20,VIIRS,n,2,292.24,11.32,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,111.66386668320058,0.363,0.374,0.386,27.3
0.78678,110.77039,337.81,0.43,0.62,2024-09-14,520,N20,VIIRS,n,2,292.88,10.11,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,111.91185973055086,0.363,0.374,0.386,27.3
0.88221,111.33074,367.0,0.39,0.6,2024-09-14,520,N20,VIIRS,h,2,291.11,6.7,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,92.19858769510356,0.363,0.374,0.386,27.3
0.88277,111.33427,329.23,0.39,0.6,2024-09-14,520,N20,VIIRS,n,2,285.82,6.7,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,92.19347693952002,0.363,0.374,0.386,27.3
0.8796,111.24426,331.69,0.4,0.6,2024-09-14,520,N20,VIIRS,n,2,290.56,3.32,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,94.04130766618279,0.363,0.374,0.386,27.3
0.90462,111.36661,333.14,0.39,0.59,2024-09-14,520,N20,VIIRS,n,2,289.51,8.6,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,94.06695288158605,0.363,0.374,0.386,27.3
0.86859,111.13953,341.08,0.41,0.6,2024-09-14,520,N20,VIIRS,n,2,291.81,6.09,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,96.69505972108968,0.363,0.374,0.386,27.3
0.90906,111.35954,367.0,0.39,0.59,2024-09-14,520,N20,VIIRS,h,2,290.21,12.84,D,0,,Luar Kawasan KHG,,,Bukan Lahan Gambut (Tanah Mineral),0,,,0,1.0,Sintang,Kalimantan Barat,94.65729742183235,0.363,0.374,0.386,27.3
